"timestamp","height","recipient","amount","distribution_name","id","disp_type","is_current"
2021-06-25 22:31:39,2058780,sif14j966u6puafcz7f5xwgwa3hrun9lcgxnswask5,724.560682394591,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957416,Airdrop,true
2021-06-25 22:35:36,2058822,sif17fl3nfrew805tjdjqldy3wyd67avn4rz472a73,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1963996,Airdrop,true
2021-06-25 22:35:36,2058822,sif17flyyfgklsh58dzjac34jttfssu52p8gpvfg2q,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1963997,Airdrop,true
2021-06-25 22:35:36,2058822,sif17g8z0fu9qwl8hu5zhtfgalsh0zvl2wvqk4yygy,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1963998,Airdrop,true
2021-06-25 22:35:36,2058822,sif17gasanvv82lux2usheeep8xyn6kshq9g98v6sa,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1963999,Airdrop,true
2021-06-25 22:35:47,2058824,sif17gdk3xupafk3rpc42wr3dsleslr0jgtqmc5hfj,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1964000,Airdrop,true
2021-06-25 22:35:47,2058824,sif17gnkmmekgu9m7qks00fcy3rm0qwvfdgpzxewrr,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1964001,Airdrop,true
2021-06-25 22:35:47,2058824,sif17h0p77udrhtz63t9jem4gu3v89nspzs7367jzf,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1964002,Airdrop,true
2021-06-25 22:35:47,2058824,sif17hdte7ng7qnfshlu89hk2lhza6hck3wsnezf0h,445.791726105563,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1964003,Airdrop,true
2021-06-25 22:31:39,2058780,sif14jv0t7awgkr6xzlnkq5hs2sz6nx6qdjvlanaaf,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957417,Airdrop,true
2021-06-25 22:31:39,2058780,sif14ketjnmprp4nhstgs4mqxstg3qjp8zr05p8nfa,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957418,Airdrop,true
2021-06-25 22:31:39,2058780,sif14kktcahatuktx4dukr2jnxsektw5263rz2kmrl,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957419,Airdrop,true
2021-06-25 22:31:39,2058780,sif14kt8fnfcl9hjf4egxt69fqlmhfr9a7gcdjv4uz,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957420,Airdrop,true
2021-06-25 22:31:39,2058780,sif14m0e5806steakznpvhjmcxalm924wch7zfx322,445.791726105563,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957421,Airdrop,true
2021-06-25 22:31:39,2058780,sif14m9p2dlejyqkzvm4t89xcux32fymf982jlql96,724.560682394591,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957422,Airdrop,true
2021-06-25 22:31:39,2058780,sif14mfwv0mkhanat5vtw5sq0hz4jxsudpa90uawty,724.560682394591,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957423,Airdrop,true
2021-06-25 22:31:50,2058782,sif14mljqtwapkmq66d8rtzj3y3gmtk5vmx2ydlzu5,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957424,Airdrop,true
2021-06-25 22:31:50,2058782,sif14mw99vup6qv0svdx4hljaww64cma3uz7j2jqrq,724.560682394591,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957425,Airdrop,true
2021-06-25 22:31:50,2058782,sif14nq85867395xzrcnudjzuv325dz0jnp7p8ecu9,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957426,Airdrop,true
2021-06-25 22:31:50,2058782,sif14nv79q54rprcrj5qwjlu0qrvdlgsmktxlucdcc,445.791726105563,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957427,Airdrop,true
2021-06-25 22:31:50,2058782,sif14pg2x9693mjjd00xnmhpgcvg0kej8dxu9ssnvw,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957428,Airdrop,true
2021-06-25 22:31:50,2058782,sif14pnxmdc49mxgvkegwfkxuy93a8zrgcnzplasxv,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957429,Airdrop,true
2021-06-25 22:31:50,2058782,sif14psz37yz476tu99x58yvjhd36kn9w77u5w6ezq,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957430,Airdrop,true
2021-06-25 22:31:50,2058782,sif14qalfcuh75uxdehlsd2m4pgkdyhrqdxchc59dc,327.997900813435,"2058593_sif1ngfel80xak4hqegeg42vlx8lnvx5x42es57t8n",1957431,Airdrop,true
