address,al_qualified_perc,original_airdrop_amount,added_liquidity,reported_time
sif1vcp4um8ke78se5r8x8fjgch3r6qltd6d3c3l8x,5.6156368289062423,724.560682394591,4068.869652832504,2021-08-26 20:04:09.305139+00:00
sif1q5j5uxlf9m0a5a9z4632lv4yf84htrxckm63ak,5.5780839374371339,327.997900813435,1829.59982204052,2021-08-26 20:03:33.258713+00:00
sif1c9tp079qlwv3m42pgarmxdfj4rqd3v54mdlg3t,5.4875027619951161,773.789626918998,4246.172714921172,2021-08-26 20:02:07.958348+00:00
sif1fmsl3khdrppya8rnnn9ljjtrt2m75geksvfq4f,5.4156625000329334,445.791726105563,2414.25753389485,2021-08-26 20:02:31.340300+00:00
sif1uauzefhg5fwwqmu44lkdfdjk4f026hjwplerrp,5.3605930880267796,327.997900813435,1758.2632799877929,2021-08-26 20:04:01.463905+00:00
sif1pz5qh3nyfa8k0cqpq0rpee7mjx6mpkymq0ztwa,5.3017477780364082,445.791726105563,2363.4752933471837,2021-08-26 20:03:32.247888+00:00
sif1mxanggzjzm009v8tzfzgr2k2js0rhhlcfl8vuk,5.2068343776968757,327.997900813435,1707.8307457678034,2021-08-26 20:03:17.077237+00:00
sif1r2nujddqfxvw3nuvdfgsnskxgrdhpfz73qu2f0,5.0951153018734979,9748.465925985998,49669.557909283656,2021-08-26 20:03:40.085218+00:00
sif18aav27875wy0zlr34vt88nnwlr2prx093wzesg,4.9623105586583863,278.768956289028,1383.3381352192218,2021-08-26 20:01:48.383604+00:00
sif1ps6wsaj7gsfgdwxmxrc22l5amu2wpe3dp8h6zg,4.9536988180910085,327.997900813435,1624.8028135958448,2021-08-26 20:03:31.489063+00:00
sif15emmtan7ky8hp5nn4ej24ke4z7u8pcshyxw4jt,4.9057445136879899,773.789626918998,3796.014217006551,2021-08-26 20:01:27.541487+00:00
sif1z9aj8g2sgmd2e8m45jgqy8lugf627s2gyaq3gh,4.9030723609025534,327.997900813435,1608.1974419124103,2021-08-26 20:04:33.989055+00:00
sif1590ug5m44064w8k8kz2a55sgaryddwx7ukeyzf,4.3950263162472347,606.766857102463,2666.7563047919502,2021-08-26 20:01:26.153103+00:00
sif1stfhww7gdkx6hmx6t5845ajw54ercqmgyvjntl,4.2959130577746920,327.997900813435,1409.0504650271237,2021-08-26 20:03:51.969419+00:00
sif16um4rgfg3aqassjg6cmkuw90hgvshrwm0lscwt,4.2443660618023133,278.768956289028,1183.197497157203,2021-08-26 20:01:39.046979+00:00
sif1wuwzvqqf2slhe0eqtrp6udvfdtknv9keg0eeps,4.1713643468750826,327.997900813435,1368.1987493030324,2021-08-26 20:04:17.657329+00:00
sif18f0tl9susdudwffaacpy9l0vh26qacsx8kncy2,4.0876541903120203,327.997900813435,1340.741993673584,2021-08-26 20:01:49.643197+00:00
sif1m5s04l920wel3fjua76slm95a6zyupeevq4q6x,3.9613187989425426,724.560682394591,2870.2158521443303,2021-08-26 20:03:10.379331+00:00
sif17uw5cvcuyr4srdmqdxwupdakutz9l549gk35xr,3.8463340349410035,327.997900813435,1261.5894892879185,2021-08-26 20:01:46.240845+00:00
sif1acglmr02ac8wu0m4mk5ls9tw9v2vc6wmp43mf9,3.6083888718393136,327.997900813435,1183.5439752818538,2021-08-26 20:02:02.779764+00:00
sif1hahen2v8e3k9zamrrr4re43jaahwv0za5gddzu,3.6012083038352499,327.997900813435,1181.1887640498728,2021-08-26 20:02:42.206175+00:00
sif15v3hd3t0c6a0ms20uur6txx9ld3n8jxjs2f7jc,3.5679394822909980,327.997900813435,1170.2766604208214,2021-08-26 20:01:31.473462+00:00
sif1pffcgdl6ssfr8tjwe7ys8yfhdzsp4dcpm6x6nr,3.5339840983947380,327.997900813435,1159.1393657815338,2021-08-26 20:03:28.075521+00:00
sif1smy7dry3kpug82c5l8244crhm66uatr3cgdxtr,3.3776563664560326,278.768956289028,941.5857399799389,2021-08-26 20:03:50.199698+00:00
